,col_name,feature_importance_vals
1174,ThreeColP2Y,0.06727614309064725
395,RIM_SIDEWALL rear,0.06712395571911203
345,SPOKES composite front,0.0668790384871553
979,Collar diameter,0.06660346471176633
557,CLAMPDIA,0.06636099899589042
291,Seatpost setback,0.06610880639287446
994,Crank up angle,0.06585865666796742
1292,HEADTUBEtype OHCLASS: Paragon 130mm tapered,0.06585298078824654
1200,bottle DOWNTUBE0 WBL,0.06550590584980732
733,Fender strut 4,0.06522223877620047
1018,DOWNTUBECX3,0.0645315681440099
471,ANKLEtoHEEL,0.06439097397328179
1347,Pump size OHCLASS: IMPEROSMALL,0.0641902841591102
2024,nSeat stay mount location OHCLASS: 1,0.06415428176822231
1134,ERD front,0.0639718671679862
2003,SPROCKETS type OHCLASS: 8-speed 12-25,0.06390437514191386
545,Seat stay bottom diameter,0.063796053525808
2145,Brake lever brand OHCLASS: CAMPAGNOLO_BAR_END,0.06363543443056943
738,nSSSIDECXr1,0.06355221610694892
455,CORNERTOPTUBE1,0.06352241072483739
180,FRONTRack include,0.0632279819833268
709,Teeth on cog 4,0.0630671827579034
1088,TOPTUBECX3,0.06295664945495244
1276,Dropout model OHCLASS: Paragon 58 degree relieved ISO mount,0.06272307327301893
0,SSSIDECX3,0.06263493817340407
2357,Saddle type OHCLASS: Selle Italia Flite Max,0.06255027130845306
111,BB textfield,0.062468095287519745
2233,"Wheel choice front OHCLASS: 20 X 1.75""",0.062461972098161914
1141,STEMCXr2,0.06242671777135606
197,Saddle H,0.06227613195684555
747,Road bar drop,0.06226213290668369
728,Toe overlap bar angle,0.06195986961330185
607,HBARDIA,0.06195596590326124
1301,CHAIN_GUARDSTYLE OHCLASS: 2,0.06178172586527022
2297,Pumporient OHCLASS: 0,0.06151326669807431
2235,"Wheel choice front OHCLASS: 24"" (ETRTO 47-507)",0.06139349992925184
368,SQUIGGLEX,0.061332060295896065
2354,Saddle type OHCLASS: ProLogo,0.06062588100889144
2041,dropoutInsert OHCLASS: DR4001,0.060605267672177936
2136,RIM_STYLE rear OHCLASS: TRISPOKE,0.06052816449687125
1284,STEM3_MM_RATIO OHCLASS: 1,0.06033433428868476
805,FRONTBRAKEL,0.060070002554508506
138,HBARALPHA,0.05993966357182018
813,nSEATSTAYTAPERLENGTH,0.05933035567067215
2286,CORNERstyle OHCLASS: 2,0.059247362904346984
271,USEdtShiftBoss,0.05915089524371445
2187,Wheel choice rear OHCLASS: 650B Mtn,0.05884578456820944
1589,SIZE OHCLASS: 52cm,0.05873840227702686
2310,Fork choice OHCLASS: 150 mm Travel MTB Forks,0.058515087653025696
1982,SPROCKETS type OHCLASS: 1-speed 20T,0.05845274117911916
796,INCLUDE_HOOK3,0.05832825114205598
1243,Headset type OHCLASS: Chris King InSet7,0.05829471985560742
1176,Dim B TextField,0.05787863640469805
2190,Wheel choice rear OHCLASS: 700 X 23c,0.057641400711591774
2364,Saddle type OHCLASS: Selle SMP Pro,0.057574296024393894
1196,bottle DOWNTUBE0 SIZE,0.0574825863211436
1007,CSSIDECrad3,0.05746018194438817
39,ERD rear,0.05736256917901355
1293,HEADTUBEtype OHCLASS: Paragon 150mm tapered,0.057218338837064744
352,SEATSTAY_VF,0.057044438315723756
1964,StaticDropout OHCLASS: NOVA14212,0.056893940803928594
160,INCLUDE_STRUT1,0.05685286660426154
665,Shoe down angle,0.05683893838739551
22,Dropout joint 14,0.05681908844722908
202,Saddle B,0.056800961395378075
521,FORK1B,0.05679764623125104
2097,Cranks type OHCLASS: 175 Campy Record,0.05669890468943453
708,Teeth on cog 3,0.056571790267996004
910,ClmpYfromBB,0.05650022075913272
1484,SIZE OHCLASS: 26,0.05649518865741173
1225,Headset type OHCLASS: Cane Creek (ZeroStack Tall),0.0563884550239403
1313,Head tube type OHCLASS: 0,0.05628667842872614
191,Seat stay junction0,0.05614936600808648
1291,HEADTUBEtype OHCLASS: Paragon 115mm tapered,0.05575079988937891
1095,UPPERLEGLENGTH,0.05573899873108344
167,FRONTROTORG,0.055710255697765915
1991,SPROCKETS type OHCLASS: 10-speed 12-28,0.055477637298566265
2261,Wheel choice front OHCLASS: 700 X 28c,0.055371542316506345
1172,TwoColP1Y,0.055362363736687355
40,REARCNTIshiftDX,0.055302313501378646
654,STEMCX1,0.05518944421776096
671,SSAUXCX3,0.0550626854363581
2088,FRONTRack style OHCLASS: 1,0.05488310690424802
254,HBARTHETA,0.05484074875896774
941,Dim C CheckBox,0.05445016977373437
527,FORK1G,0.05436392159122918
2301,nCSAUX3_MM_RATIO OHCLASS: 1,0.054067332633634495
1857,SIZE OHCLASS: custom,0.053922081212519714
2344,Saddle type OHCLASS: Bontrager RL 145,0.05387475183625556
2369,Saddle type OHCLASS: Specialized Jet 143,0.053832991275001046
1079,STEMCrad3,0.05379384783571049
358,CORNERSEATTUBE1,0.05376747829403685
2000,SPROCKETS type OHCLASS: 7-speed 11-28,0.05347852710074952
1931,StaticDropout OHCLASS: DR0009,0.053468893310548556
1004,REARBRAKEPL,0.05330757563865908
19,Dropout joint 11,0.05318054113544213
1431,SIZE OHCLASS: 18,0.053052351289976034
1177,BSD rear,0.05300857802550385
2390,CSAUX3_MM_RATIO OHCLASS: 1,0.05265274023438685
348,ROTOR_aux,0.05262116174105342
752,DOWNTUBEFILLET2,0.05257045348964263
886,nSeat stay junction0,0.05255670402394499
2186,Wheel choice rear OHCLASS: 650 X 42B,0.05241382356356984
1990,SPROCKETS type OHCLASS: 10-speed 12-25,0.052173593252035515
178,Crank length,0.05204950986123411
176,ANKLETHICKNESS,0.05194183927118561
2225,Chain stay trad wish yoke OHCLASS: 0,0.051893784712409026
1299,CHAIN_GUARDSTYLE OHCLASS: 0,0.05149903065007426
934,Rear  fender thick,0.05119733629834503
2172,"Wheel choice rear OHCLASS: 26 X 1.25""",0.05112936382552113
1905,SIZE OHCLASS: small,0.05095781547741721
1283,STEM3_MM_RATIO OHCLASS: 0,0.05093570424501695
1217,Rollout units OHCLASS: 1,0.05086124071959148
520,FORK1A,0.05077666285259949
2026,nSeat stay mount location OHCLASS: 3,0.050696689467557045
1402,"SIZE OHCLASS: 13,5",0.05068072821337635
1346,Pump size OHCLASS: IMPEROMEDIUM,0.05061286633357584
972,SHOULDERtoJAW,0.05034855317296465
380,Stem angle,0.05029832080706962
2375,Saddle type OHCLASS: fi'zi:k Aliante,0.05027204027797645
1023,REARROTORDIA,0.0500656468234305
1163,SBLADEW rear,0.04974839726369215
315,SPOKE_PHASE_SHIFT rear,0.049624045003484225
2169,"Wheel choice rear OHCLASS: 24"" (ETRTO 54-507)",0.04949449487794406
2079,PANNIER style OHCLASS: 1,0.04936658135809814
156,SSSIDECXr1,0.04929142745821638
1987,SPROCKETS type OHCLASS: 10-speed 11-32,0.04916645504773942
1136,FRONTCNTIshiftDX,0.04916457964125813
251,Dropout spacing,0.049155934886774326
606,TT is displayed,0.04914796111804347
279,SSSIDECrad1,0.04898323492745485
530,FORK1L,0.04898022784566096
1981,SPROCKETS type OHCLASS: 1-speed 18T,0.04879112645724612
2168,"Wheel choice rear OHCLASS: 24"" (ETRTO 47-507)",0.04875890553888758
2236,"Wheel choice front OHCLASS: 24"" (ETRTO 54-507)",0.04875315516410453
1277,"Dropout model OHCLASS: Paragon Wright 1 1/2"" x 1.04"" hooded dropout (6-4 Ti) with Long Cage insert",0.048654143398267326
1266,Seat stay mount location OHCLASS: 3,0.048625557240218734
206,nSSSIDECrad1,0.04843826610925187
1061,DERAILLEUR_PULLEY2_TEETH,0.04829700556064329
68,Down tube front dia2,0.04803878653385989
816,nChain stay vertical diameter,0.04801614840246543
1340,Stem type OHCLASS: Mountain DH Stem,0.04795272479791251
767,CS textfield,0.04785426363448599
329,SPC_RAD1,0.04769941199330799
1974,RIM_STYLE front OHCLASS: DISC,0.04757851433731613
2166,"Wheel choice rear OHCLASS: 20 X 1.75""",0.04753618853325327
26,Dropout joint 18,0.04747742289316663
85,Rack s2tx,0.0472729961159778
532,FORK0R,0.04723733441060334
868,Seat tube extension,0.04713281629025365
1262,ForkLengthMeasurement1 OHCLASS: 1,0.04710521234655061
174,MTNGRIPDIA,0.04700643252087206
1542,SIZE OHCLASS: 49,0.04700465346100404
1110,BULLDIA,0.04698917185980207
107,CORNERFRONTWHEEL1,0.04697286422059689
1120,Seatpost TRAVEL,0.046908120516661524
435,FRONTBRAKEAX,0.04678034802300605
2091,Cranks type OHCLASS: 170 SRAM XX,0.04674660335759722
1879,SIZE OHCLASS: m,0.04646501864648634
1311,TOPTUBEBENDS OHCLASS: 0,0.04629101142979387
888,nSeat stay junction2,0.04609076172150857
1142,STEMCXr3,0.045498483535188775
1143,SBLADER rear,0.04549190354927586
1046,nChain stay taper,0.04546364646574301
12,Front  fender width,0.04513743940574249
2255,Wheel choice front OHCLASS: 650B Mtn,0.045123842435484514
2330,Fork choice OHCLASS: Whisky No9 RD+,0.045031747188163225
78,SEATTUBECrad3,0.04498809635811043
783,KNEETHICKNESS,0.0449396651689904
1115,Head tube B,0.0446653776652106
2074,HORIZONTAL_TOP OHCLASS: 1,0.04447637921034434
2167,"Wheel choice rear OHCLASS: 20 X 1.75"" Mag",0.04446152387342653
1330,FRONTbrake type OHCLASS: Canti cross,0.04412434776620098
2380,Saddle type OHCLASS: fi'zi:k Tundra,0.043133905219048675
2214,REARbrake type OHCLASS: Canti cross,0.04311816869844752
1294,HEADTUBEtype OHCLASS: Paragon 170mm tapered,0.042849662904888695
524,FORK1C,0.04266712703453815
2374,Saddle type OHCLASS: WTB Rocket Vee,0.04242274413643943
1219,Rollout units OHCLASS: 3,0.04236421514798357
2389,CSAUX3_MM_RATIO OHCLASS: 0,0.04233677875382462
2362,Saddle type OHCLASS: Selle SMP Dynamic,0.0420239399307316
2039,GEARBOXtype OHCLASS: SHIMANO_STEPS_8000_WITH_MOTOR_CABINET,0.04192543603138319
215,LOWERARMLENGTH,0.04185297275444371
1536,SIZE OHCLASS: 48,0.041553816621328135
602,Seat angle,0.04149462367283807
1688,SIZE OHCLASS: 59,0.04146757903504991
57,Top tube diameter,0.04138513770163704
218,CORNERFORK1,0.04136083242459275
860,Rear fender start angle,0.041209902613573136
2353,Saddle type OHCLASS: ISM TT,0.04107659954449747
964,Chain stay taper,0.04098545300305738
1042,DOWNTUBECXr1,0.04098366232236512
1552,SIZE OHCLASS: 50,0.0409517619804951
113,Seatpost LEN2,0.040838727660716584
525,FORK1D,0.04032607152363836
2277,Wheel choice front OHCLASS: Zipp 404 F,0.04025858146426185
541,Rack lip,0.0402333307409218
1122,Head tube d,0.04019972506125862
179,Mountain bar sweep,0.04019944222022506
766,nSSTopZOFFSET,0.040142412060575915
362,MTNDIA,0.03988462367342212
649,STEMCY1,0.03977691274244625
1191,bottle SEATTUBE0 WBL,0.039672458696582986
1106,SEATTUBECXr2,0.03966403195025207
1255,SEATSTAYSYMMETRY OHCLASS: 2,0.03952931101047734
799,CHAINGUARDXC,0.03929385128198247
909,Saddle angle,0.03925402710893473
1149,TwoColP2Y,0.03901353478371084
2245,"Wheel choice front OHCLASS: 27 X 1 1/4""",0.03899765702495899
2113,SHIFTERtype OHCLASS: 1,0.038962723194239886
1939,StaticDropout OHCLASS: DR0065,0.038729146873716855
456,Head tube upper extension2,0.038721812080285946
1050,Seat tube diameter,0.03866457416397955
714,Teeth on cog 7,0.038663212631087775
576,Rim depth rear,0.03861431981823956
873,SEATPOSTA,0.038330934916888694
904,DROPPER,0.0381790293150149
1049,Dim A TextField,0.0378753251238871
2300,nCSAUX3_MM_RATIO OHCLASS: 0,0.03767743831894904
1244,Headset type OHCLASS: Chris King InSet8,0.037525658041228885
779,StemY,0.03747354064072557
1446,SIZE OHCLASS: 20,0.03733362444158111
1111,nCSAUXSLIDER,0.03703278502999348
1094,SPOKES composite rear,0.03687838743963644
2333,Gearing analysis OHCLASS: 2,0.03685392472754193
331,SPC_RAD2,0.036829185745962244
721,TOPTUBECrad1,0.03674627720972877
857,FRONTCargo include,0.03670235076926451
2266,Wheel choice front OHCLASS: Fulcrum 1 R,0.036681035066644274
1999,SPROCKETS type OHCLASS: 11-speed 12-30,0.03654538297441112
1105,FRONTROTORDIA,0.036467685829113944
1821,SIZE OHCLASS: S,0.03630322962154544
1118,Head tube D,0.036110272303506365
1660,SIZE OHCLASS: 57,0.03603920593451833
1325,Seatpost type OHCLASS: Rockshox Reverb Stealth 30.9mm 480mm X 170mm Travel,0.035773340767822515
70,FDDISTC,0.03576323756783412
648,STEMCY3,0.035758077031319016
635,Dim A Foot TextField,0.035675903003707064
65,Dropout ADJSL,0.03542561073655724
703,SEATTUBECY1,0.0354040010781655
125,nChain stay back diameter,0.03537995106171851
1341,FRONTCARGO style OHCLASS: 0,0.035081249035069734
748,CHAIN_aux,0.035062828931083465
1780,SIZE OHCLASS: Large,0.034861743230246434
2121,Stem kind OHCLASS: 1,0.034753529064166906
317,Rack s3tx,0.034707786067322804
1144,STEPSbatDTy,0.0346264911779532
2220,PumpTube OHCLASS: 2,0.034620319550631246
239,TOPTUBECXr1,0.03461360923831823
539,FORK0H,0.0344759417109121
2001,SPROCKETS type OHCLASS: 7-speed 11-32,0.03438768319018721
2178,"Wheel choice rear OHCLASS: 27 X 1 1/4""",0.03432942456789003
1000,REARBRAKEPH,0.034178794321617974
1840,SIZE OHCLASS: XL,0.03417384025816735
1047,Dim C TextField,0.03410940205469182
354,SLIDING,0.03397592021353681
1150,TwoColP2X,0.033798780786089395
1698,SIZE OHCLASS: 60,0.03378797249650677
1228,"Headset type OHCLASS: Chris King 1""BMX",0.03377480363340117
830,Down tube aero diameter,0.03374394547803136
229,Saddle length,0.033593134699031524
1310,BELTorCHAIN OHCLASS: 1,0.03351117649111117
2213,Wheel choice rear OHCLASS: Zipp 404 R,0.033352633251767926
1264,Seat stay mount location OHCLASS: 1,0.03331305671166393
925,Rear  fender width,0.03329709754689551
1309,BELTorCHAIN OHCLASS: 0,0.033280786180015
2254,Wheel choice front OHCLASS: 650 X 42B,0.03318319145065797
8,Down tube front diameter,0.03315542836950917
2184,Wheel choice rear OHCLASS: 650 X 28B,0.033128366644924426
196,Saddle G,0.032968511262025074
2270,Wheel choice front OHCLASS: Mavic Ksyrium R,0.0329126175896113
1117,Head tube E,0.03284160138670433
1249,Headset type OHCLASS: Chris King SteelSet,0.032832731439273365
1145,STEPSbatDTx,0.03282097511200306
1253,SEATSTAYSYMMETRY OHCLASS: 0,0.03279504487707933
84,nCSAUXCX1,0.032784871468564715
1927,StaticDropout OHCLASS: BREADWINNER_SS,0.03266936661497918
585,nSSSIDECX1,0.03261398939391891
1164,ThreeColP1X,0.03250880834876057
420,LUG_DIM_H,0.03250624416753469
366,Rack support,0.03234015106172123
566,Dropout joint 4,0.032246212348887096
2048,dropoutInsert OHCLASS: DR4015_DR4016,0.032158518864882864
597,FRONTINCLUDE_STRUT3,0.032074811492447036
1153,HBARRAD2,0.031961131744427385
2112,SHIFTERtype OHCLASS: 0,0.0319416466088877
604,Road bar reach,0.03183376485104597
887,nSeat stay junction1,0.03172443607435537
1966,StaticDropout OHCLASS: RS64,0.0317160785103401
27,Dropout joint 17,0.03171362729651176
2200,Wheel choice rear OHCLASS: Fulcrum 1 R,0.031674106444167405
1968,nCSAUX2_MM_RATIO OHCLASS: 0,0.03167287807520917
367,Rack tubing,0.03166171943926058
365,FRONTPANNIERHEIGHT,0.03156754735347059
1006,REARBRAKEPY,0.0315299706028928
2367,Saddle type OHCLASS: Specialized Avatar 130,0.03142639779206271
713,Teeth on cog 6,0.031263011923832726
1203,bottle DOWNTUBE0 flip,0.031207738275925996
2379,Saddle type OHCLASS: fi'zi:k Gobi,0.031135133242363465
980,CHEVRONSEATTUBE2ON,0.031091707429445805
995,DOWNTUBECY1,0.030931169666415334
538,FORK0C,0.030893922652161558
2212,Wheel choice rear OHCLASS: Zipp 404 F,0.03088846993806959
679,TORSOLENGTH,0.03081798952192393
882,BB diameter,0.030793763941808446
476,FRONTCALPRANG,0.030736382844246353
1798,SIZE OHCLASS: M/L,0.030693048188901156
1104,DERAILLEUR_PULLEY_TEETH,0.030613275849742765
2304,LR style OHCLASS: 0,0.030456129952366108
2253,Wheel choice front OHCLASS: 650 X 32B,0.030393169230480906
2005,SPROCKETS type OHCLASS: 8-speed 12-32,0.030369538765144644
519,FORK1W,0.03019732993234534
1175,ThreeColP2X,0.03019005726919209
822,REARBRAKEL,0.030093181722116082
1060,CORNERDOWNTUBE2,0.0300839844192726
1230,"Headset type OHCLASS: Chris King 1-1/8 | 1.5"" Tapered",0.030079930503878517
1162,CASS_aux,0.029975854716853472
276,Saddle ANGLE_SYMB,0.029883535252714307
93,Down tube rear diameter,0.0296676911919694
2264,Wheel choice front OHCLASS: 700c tubular,0.029496097260222072
1925,StaticDropout OHCLASS: BREADWINNER_LOW_MOUNT,0.02936321833320759
1395,SIZE OHCLASS: 12.2,0.029362013876274257
725,LINKspcr2SCHEME,0.02933203343829376
155,SSSIDECXr2,0.0292725827152567
1560,SIZE OHCLASS: 51,0.02920587424003732
63,nSSAUXCXr1,0.029175034654079824
542,FORK0G,0.029128830853695106
21,Dropout joint 15,0.02912276739252855
109,CORNERREARWHEEL1,0.029088256106162995
1072,SHOULDERroll,0.02896685046949946
2348,Saddle type OHCLASS: End Zone,0.028961705663801754
2078,PANNIER style OHCLASS: 0,0.028869484768383264
715,Teeth on cog 8,0.028834656259207364
896,RIMMSW rear,0.02875678362208416
1969,nCSAUX2_MM_RATIO OHCLASS: 1,0.028563673134018575
2252,Wheel choice front OHCLASS: 650 X 28B,0.028462765107760447
559,Dropout joint 7,0.02843876795069531
770,CHAINGUARDHF,0.028226632038588096
2239,"Wheel choice front OHCLASS: 26 X 1.25""",0.028225820473290763
418,LUG_DIM_F,0.028215075588893936
1254,SEATSTAYSYMMETRY OHCLASS: 1,0.028189246740481625
1051,Chain stay vertical diameter,0.028114928367174143
466,Crank Q factor,0.028082212620805864
2259,Wheel choice front OHCLASS: 700 X 23c Trispoke,0.027898016542706308
935,FadeP1X,0.027845033753196552
2218,PumpTube OHCLASS: 0,0.027577757852864388
1377,SIZE OHCLASS: ---------,0.027575986947489098
563,Dropout joint 1,0.027357222369540975
1601,SIZE OHCLASS: 53CM,0.02731845247690392
863,Rack RADS1,0.02725455329116577
969,CHEVRONTOPTUBE1A,0.027127211064490633
794,INCLUDE_HOOK1,0.026936357019099525
998,TIREM front,0.02689636178904228
1165,ThreeColP1Y,0.026849337172690127
285,Hub flange dia front,0.026812541633859918
1189,Dim A CheckBox,0.02667666342016745
764,CHAINGUARDDF,0.026633999615309847
1024,SPC_THICK,0.02663130114070595
2037,GEARBOXtype OHCLASS: SHIMANO_STEPS_6000,0.0265690337408918
341,Rack height,0.02652232694714889
323,FRONTBRAKEPL,0.026519447166059022
646,REARROTORANGLE_ONE,0.026389331372617307
1039,Teeth on chainring 2,0.026387020984691922
114,Top tube angle textfield,0.02635576160060547
2370,Saddle type OHCLASS: Specialized Phenom,0.026187714803849484
1148,Front fender start angle,0.026093937065402497
865,Collar height,0.026037479704556332
1487,SIZE OHCLASS: 26'',0.025971942435037722
2368,Saddle type OHCLASS: Specialized Henge,0.02591657375426503
2031,nSSAUX2_MM_RATIO OHCLASS: 1,0.025801439879141106
119,Seat tube front dia2,0.025754929984603932
2188,Wheel choice rear OHCLASS: 700 X 20c,0.025602848450562946
814,SSAUXCXr1,0.025516385937632852
1422,SIZE OHCLASS: 163 cm,0.025475996404690355
2149,Brake lever brand OHCLASS: TEKTRO,0.025471450329002162
1338,Stem type OHCLASS: Bike Friday Style,0.025454142035123833
2208,Wheel choice rear OHCLASS: Reynolds Strike R,0.025385410137914562
672,RIMMSW front,0.025375142941220275
717,REARCALPRANG,0.0253090034757498
32,Dropout joint 20,0.025293179454464656
2384,FRONTPANNIER style OHCLASS: 1,0.02521600807419365
2046,dropoutInsert OHCLASS: DR4011_DR4009,0.025170592362825518
2061,dropoutInsert OHCLASS: DR4090,0.025135217712319555
586,FRONTFLIP,0.025049496623130912
320,FRONTBRAKEPY,0.02495703796026529
1425,SIZE OHCLASS: 17,0.02491928256157098
24,Dropout joint 12,0.024772740318818706
658,Hub flange dia rear,0.024618408070789438
892,pumpLength,0.024588073163657284
35,Dropout joint 25,0.024496609764669983
754,DOWNTUBECrad1,0.024462556301335626
1195,bottle SEATTUBE0 SIZE,0.024397433836775572
1945,StaticDropout OHCLASS: DR2090,0.02438521534277615
1312,TOPTUBEBENDS OHCLASS: 1,0.024380473369897605
870,SSTopZOFFSET,0.024338714250474215
1947,StaticDropout OHCLASS: DS0004,0.02428946914975562
913,Teeth on cog 10,0.0242865126126405
325,Head tube upper extension,0.024268963919244376
2256,Wheel choice front OHCLASS: 700 X 20c,0.024255332373446518
115,LINKpump2SCHEME,0.023990014420407765
793,Fender clearance,0.023941980386508303
1171,ThreeColP3Y,0.02393809336407668
1036,REARBRAKEBX,0.023920566645628333
1025,Head tube lower extension2,0.023910460267824847
1090,TOPTUBECX1,0.023850596519277904
689,Rack tabF,0.023780098071543798
1083,nCSAUXCXr1,0.02367000047506161
2269,Wheel choice front OHCLASS: Mavic Ksyrium F,0.023662514944493982
849,Top tube front dia2,0.02357818497068196
486,SpearP1Y,0.0235463551672988
1016,DOWNTUBECX2,0.023442128788692156
2102,Cranks type OHCLASS: Campy Record,0.023374455718975437
928,SEATSTAYTAPERLENGTH,0.02334752440415914
1052,nSSAUXCX1,0.023342001829917892
562,Dropout joint 0,0.023316967531930313
184,Saddle M,0.023230243761141772
657,Seat tube front diameter,0.023213487278720787
1321,Seatpost type OHCLASS: Domane RideTuned Cap,0.02317984992615436
1261,ForkLengthMeasurement1 OHCLASS: 0,0.02314594731822047
588,nSSSIDECX2,0.023092260973307126
1186,CHEVRONDOWNTUBE1ON,0.023054638916751066
996,DOWNTUBECY2,0.023045265443498532
31,Dropout joint 21,0.02295340802072485
1461,"SIZE OHCLASS: 21""",0.022904399680513
441,Stack,0.022736537580390414
2305,LR style OHCLASS: 1,0.022733738256591172
48,Front fender eyelet angle,0.022732406603764202
30,Dropout joint 22,0.022701051489406557
661,LINKstem2SCHEME,0.02268274636885229
267,CHEVRONSEATTUBE2D,0.022554919134509473
1585,SIZE OHCLASS: 525,0.022421633918402968
1414,SIZE OHCLASS: 16,0.022242664550319702
7,Shoe up angle,0.022202494673681763
1192,bottle SEATTUBE0 WBD,0.022143491039746294
2292,PhBlock typeTOPTUBE OHCLASS: 32mm Sputnik,0.022127630357426802
2012,SPROCKETS type OHCLASS: 9-speed 12-28,0.022096814311149543
755,DOWNTUBECrad2,0.021978323101433075
1940,StaticDropout OHCLASS: DR0090,0.02197396634756193
1584,SIZE OHCLASS: 520 ETT,0.021848712401253547
97,Front Fender clearance,0.021840627736466448
1,SSSIDECX2,0.02179593508962663
108,CORNERFRONTWHEEL2,0.021726009829638262
1238,Headset type OHCLASS: Chris King InSet1,0.021688226639999038
443,Wall thickness Chain stay,0.021606945345876583
824,SEATSTAYbrdgshift,0.021573781871839504
1173,TwoColP1X,0.021515428333437742
529,FORK1K,0.021430391579142935
958,Upper stack height,0.021381503499471828
744,Wheel cut,0.021313165514557256
670,SSAUXCX2,0.02130148068867142
2053,dropoutInsert OHCLASS: DR4037_DR4027,0.02122186077668892
1474,SIZE OHCLASS: 24,0.021108228072078943
224,CHEVRONHEADTUBE1A,0.021043300483187845
1170,ThreeColP3X,0.02094861149975933
1978,SSAUX2_MM_RATIO OHCLASS: 1,0.020915711495703572
1766,SIZE OHCLASS: Huge,0.020732558580950446
1610,SIZE OHCLASS: 54.5,0.020721504118823564
1237,Headset type OHCLASS: Chris King Devolution,0.020695340366694466
14,CHAINGUARDB,0.020678931901685665
1116,Head tube A,0.020600264224435585
2267,Wheel choice front OHCLASS: HED Jet F,0.02058106442256659
496,SpearP3Y,0.02049853662879386
1272,Dropout model OHCLASS: Generic hooded dropout,0.020454132826711578
1084,nCSAUXCXr2,0.020438382600429364
992,SSAUXCrad1,0.020372561981490653
424,CLAMPC,0.020323588942843217
1135,Rack s1bby,0.020248980052754783
23,Dropout joint 13,0.02023912450533928
2,SSSIDECX1,0.020173770494254853
230,MTNDROP,0.020114100616442587
737,nSSSIDECXr2,0.020106455513462455
552,CSAUXSLIDER,0.02009630224659803
1408,SIZE OHCLASS: 15,0.02009361723969274
832,HEADTUBEL10,0.020053786753130184
1529,SIZE OHCLASS: 46,0.020042958430057167
1335,CSAUX2_MM_RATIO OHCLASS: 1,0.020026857885220798
120,CHNG_THICK,0.01998270469571085
707,BULLRADIUS1,0.01996431009937565
359,Top tube rear diameter,0.01989464313007807
37,Dropout joint 23,0.01984392812108669
91,SPIDER_ARM_WIDTH,0.01974400334460135
2207,Wheel choice rear OHCLASS: Reynolds Strike F,0.0196263739050338
1003,REARBRAKEPX,0.01959000956079142
88,CSAUXCX1,0.019491066974280304
260,Wall thickness Seat stay,0.01945820027388206
79,SEATTUBECrad1,0.019437455121671658
2119,MOUNT_TYPE OHCLASS: DIRECT_MOUNT,0.019425693442043042
1009,CSSIDECrad1,0.019397488745727644
2185,Wheel choice rear OHCLASS: 650 X 32B,0.0193880720213783
186,Saddle N,0.019371787345999942
1948,StaticDropout OHCLASS: DS0030,0.01936047949912
611,AxlDia,0.019349313152547815
1995,SPROCKETS type OHCLASS: 10-speed 14-28,0.019325265379329635
83,nCSAUXCX2,0.019283366060133478
162,FOREHEADtoBACKofHEAD,0.019271102311780523
669,SSAUXCX1,0.019161709831514794
434,FRONTBRAKEBX,0.019123314277660626
1592,SIZE OHCLASS: 52x54,0.0191122063667328
712,Teeth on cog 1,0.019103322129531936
199,Saddle F,0.018980933855602768
652,STEMCX2,0.018967788328278813
228,CHEVRONHEADTUBE1B,0.018955871778767147
565,Dropout joint 3,0.018946105832556886
1089,TOPTUBECX2,0.018893414330267377
907,LRPannier include,0.018883208975987834
266,shifterA1,0.018777559261669494
2388,BRAZEonFDTYPE OHCLASS: FD9070F,0.018758548243231896
219,CORNERFORK2,0.018707913817979656
2373,Saddle type OHCLASS: WILIER Selle Italia,0.01848003643039631
2007,SPROCKETS type OHCLASS: 9-speed 11-28,0.018446832943527464
1854,SIZE OHCLASS: big frame,0.018443145757210306
87,CSAUXCX2,0.018395909190956312
2237,"Wheel choice front OHCLASS: 26 X 1 3/8""",0.018325138352322055
2106,Cranks type OHCLASS: Mr Whirly 100mm WMWOB,0.018263380799027906
745,nCHAINSTAYAUXrearDIAMETER,0.01817552090133456
608,HIPJOINTOFFSET,0.018153714581732577
1475,"SIZE OHCLASS: 24""",0.018151594748719493
2196,Wheel choice rear OHCLASS: 700c tubular,0.018014438977084053
356,SBLADEW front,0.01795100216971154
1130,Rack forky,0.01790870236322729
1334,CSAUX2_MM_RATIO OHCLASS: 0,0.01781375780492795
1048,Bullhorn rise,0.017800584339027238
835,Top tube rear dia2,0.01779935040487534
2293,PhBlock typeTOPTUBE OHCLASS: 48mm Sputnik,0.017719846912451147
1101,Seatpost diameter,0.017695850174954005
43,Down tube rear dia2,0.017686358809300185
884,FRONTRack tabR,0.017676375626133556
2071,dropoutInsert OHCLASS: SY4013,0.017664693964615664
1709,SIZE OHCLASS: 61,0.017603836098804934
1323,Seatpost type OHCLASS: Rockshox Reverb Stealth 30.9mm 390mm X 125mm Travel,0.017581391670828454
1949,StaticDropout OHCLASS: DS0035,0.01755922026757271
2202,Wheel choice rear OHCLASS: HED Jet R,0.01749476226259533
691,Rack tabR,0.01747017527861196
2030,nSSAUX2_MM_RATIO OHCLASS: 0,0.01745064591412821
2103,Cranks type OHCLASS: DH Mountain Crank,0.017446015414836428
982,INCLUDE_CHAINSTAY,0.017392843429729594
2191,Wheel choice rear OHCLASS: 700 X 23c Trispoke,0.017330649838602625
